src,dst,relation,source_doc_id,source_chunk_id,experiment_ref,paper_doc_id,reaction_system,paper_reaction_system
paper:doc_0122,Claim:HEA_surface_microstructure_modeled_by_elemental_labels_around_adsorption_sites,supports,doc_0122,doc_0122_chunk_013898,,doc_0122,other_reaction,other_reaction
paper:doc_0122,Claim:Lattice_parameter_is_weighted_average_of_DFT_parameters_of_top_layer_elements,supports,doc_0122,doc_0122_chunk_013969,,doc_0122,other_reaction,other_reaction
paper:doc_0122,Claim:Selective_CO2RR_catalysts_require_weak_H_adsorption_and_strong_CO_adsorption,supports,doc_0122,doc_0122_chunk_013889,,doc_0122,other_reaction,other_reaction
paper:doc_0123,Claim:CO2_reduction_to_formate_involves_CO2_adsorption_electron_and_proton_transfers_and_formate_desorption,supports,doc_0123,doc_0123_chunk_014087,,doc_0123,CO2RR,CO2RR
paper:doc_0123,Claim:Curved_Bi_surface_increases_activity_and_selectivity_for_formate,supports,doc_0123,doc_0123_chunk_014063,,doc_0123,CO2RR,CO2RR
paper:doc_0123,Claim:Stronger_CO2_adsorption_on_Bi_NTs_improves_formate_formation,supports,doc_0123,doc_0123_chunk_014096,,doc_0123,CO2RR,CO2RR
paper:doc_0125,Claim:CO2_reduction_to_ethanol_via_CO_and_CHx_coupling_at_Cu_Ag_boundaries,supports,doc_0125,doc_0125_chunk_014342,,doc_0125,CO2RR,CO2RR
paper:doc_0125,Claim:acetaldehyde_intermediate_reduces_selectively_to_ethanol,supports,doc_0125,doc_0125_chunk_014399,,doc_0125,CO2RR,CO2RR
paper:doc_0125,Claim:alternative_pathway_avoids_CO_dimerization_energy_barrier,supports,doc_0125,doc_0125_chunk_014393,,doc_0125,CO2RR,CO2RR
paper:doc_0126,Claim:Cu_BTC_H2O_3_MOF_precursor_synthesized_from_copper_acetate_and_ligands,supports,doc_0126,doc_0126_chunk_014465,,doc_0126,CO2RR,CO2RR
paper:doc_0126,Claim:Cu_atoms_coordinated_with_nitrogen_as_Cu_N2_and_Cu_N4_sites,supports,doc_0126,doc_0126_chunk_014482,,doc_0126,CO2RR,CO2RR
paper:doc_0126,Claim:Neighboring_Cu_N2_sites_facilitate_C_C_coupling_and_C2H4_formation,supports,doc_0126,doc_0126_chunk_014505,,doc_0126,CO2RR,CO2RR
paper:doc_0126,Claim:Nitrogen_doping_stabilizes_Cu_atoms_and_prevents_agglomeration,supports,doc_0126,doc_0126_chunk_014472,,doc_0126,CO2RR,CO2RR
paper:doc_0130,Claim:SSC_ionomer_spray_before_TP_reduces_CO2_transport_and_HER_suppression,supports,doc_0130,doc_0130_chunk_014901,,doc_0130,CO2RR,CO2RR
paper:doc_0130,Claim:TP_modification_improves_CO_adsorption_and_C_C_coupling,supports,doc_0130,doc_0130_chunk_014898,,doc_0130,CO2RR,CO2RR
paper:doc_0130,Claim:TP_must_conformably_cover_Cu_surface_for_selectivity,supports,doc_0130,doc_0130_chunk_014901,,doc_0130,CO2RR,CO2RR
paper:doc_0133,Claim:CO2RR_over_SACs_proceeds_via_H_COOH_CO_intermediates,supports,doc_0133,doc_0133_chunk_015070,,doc_0133,other_reaction,other_reaction
paper:doc_0133,Claim:CO_desorption_controls_reaction_rate_on_SACs,supports,doc_0133,doc_0133_chunk_015072,,doc_0133,other_reaction,other_reaction
paper:doc_0133,Claim:HER_suppressed_on_SACs_due_to_H_binding,supports,doc_0133,doc_0133_chunk_015071,,doc_0133,other_reaction,other_reaction
paper:doc_0133,Claim:Immobilized_molecular_catalysts_suppress_aggregation,supports,doc_0133,doc_0133_chunk_015075,,doc_0133,other_reaction,other_reaction
paper:doc_0133,Claim:MOFs_and_POPs_host_molecular_CO2RR_catalysts,supports,doc_0133,doc_0133_chunk_015082,,doc_0133,other_reaction,other_reaction
paper:doc_0133,Claim:Renewable_electricity_used_as_energy_source,supports,doc_0133,doc_0133_chunk_015057,,doc_0133,other_reaction,other_reaction
paper:doc_0133,Claim:SACs_feature_well_defined_isolated_active_centers,supports,doc_0133,doc_0133_chunk_015059,,doc_0133,other_reaction,other_reaction
paper:doc_0137,Claim:Catalyst_layers_should_operate_in_surface_reaction_controlled_regime,supports,doc_0137,doc_0137_chunk_015461,,doc_0137,CO2RR,CO2RR
paper:doc_0137,Claim:Three_mass_transport_regimes_control_CO2_penetration_depth,supports,doc_0137,doc_0137_chunk_015461,,doc_0137,CO2RR,CO2RR
paper:doc_0138,Claim:Macropores_enable_mass_transfer_and_micropores_expose_catalytic_sites,supports,doc_0138,doc_0138_chunk_015581,,doc_0138,transferable,both
paper:doc_0138,Claim:Pt_nanoparticles_5_nm_uniformly_distributed_on_carbon_cloth,supports,doc_0138,doc_0138_chunk_015581,,doc_0138,transferable,both
paper:doc_0139,Claim:CO2R_in_MEA_leads_primarily_to_hydrogen_evolution_despite_similar_catalyst_state_to_COR,supports,doc_0139,doc_0139_chunk_015606,,doc_0139,CO2RR,CO2RR
paper:doc_0139,Claim:CO_reduction_leads_to_stronger_catalyst_reduction_than_CO2_reduction,supports,doc_0139,doc_0139_chunk_015602,,doc_0139,CO2RR,CO2RR
paper:doc_0139,Claim:Strong_reduction_environment_in_MEA_and_CO_feed_reconstructs_Cu2O_favoring_lower_oxidation_states,supports,doc_0139,doc_0139_chunk_015585,,doc_0139,CO2RR,CO2RR
paper:doc_0142,Claim:Direct_photoelectrolysis_needs_stable_inexpensive_semiconductors,supports,doc_0142,doc_0142_chunk_015797,,doc_0142,CO2RR,CO2RR
paper:doc_0142,Claim:Haber_Bosch_uses_hydrogen_to_fix_nitrogen_to_ammonia,supports,doc_0142,doc_0142_chunk_015804,,doc_0142,CO2RR,CO2RR
paper:doc_0142,Claim:Hydrogen_produced_by_four_electron_four_proton_water_splitting,supports,doc_0142,doc_0142_chunk_015796,,doc_0142,CO2RR,CO2RR
paper:doc_0142,Claim:Methanol_and_hydrocarbons_from_synthesis_gas_by_Fischer_Tropsch,supports,doc_0142,doc_0142_chunk_015801,,doc_0142,CO2RR,CO2RR
paper:doc_0142,Claim:Steam_reforming_methane_plus_water_gas_shift_makes_H2_and_CO2,supports,doc_0142,doc_0142_chunk_015806,,doc_0142,CO2RR,CO2RR
paper:doc_0142,Claim:Water_gas_shift_converts_CO2_and_H2_to_CO_and_H2O,supports,doc_0142,doc_0142_chunk_015800,,doc_0142,CO2RR,CO2RR
paper:doc_0151,Claim:CO2_reduction_via_DEPT_mechanism,supports,doc_0151,doc_0151_chunk_016583,,doc_0151,CO2RR,CO2RR
paper:doc_0151,Claim:Methane_formation_via_CPET_rate_limiting_step,supports,doc_0151,doc_0151_chunk_016578,,doc_0151,CO2RR,CO2RR
paper:doc_0152,Claim:CO_dimer_COCOH_formation_is_key_carbon_carbon_coupling_step,supports,doc_0152,doc_0152_chunk_016627,,doc_0152,other_reaction,other_reaction
paper:doc_0152,Claim:Proton_electron_transfer_steps_lead_to_C2_species,supports,doc_0152,doc_0152_chunk_016627,,doc_0152,other_reaction,other_reaction
paper:doc_0152,Claim:Volcano_plot_slopes_are_shallow_due_to_small_bond_count_differences,supports,doc_0152,doc_0152_chunk_016656,,doc_0152,other_reaction,other_reaction
paper:doc_0154,Claim:CO2_reduction_proceeds_via_proton_coupled_electron_transfer_forming_COOH_intermediate,supports,doc_0154,doc_0154_chunk_016774,,doc_0154,other_reaction,other_reaction
paper:doc_0154,Claim:Edge_defect_sites_have_low_energy_barriers_and_weak_hydrogen_binding_active_for_CO2_reduction,supports,doc_0154,doc_0154_chunk_016803,,doc_0154,other_reaction,other_reaction
paper:doc_0154,Claim:N_doped_sites_lower_CO2_reduction_energy_barrier_but_are_passivated_by_hydrogen,supports,doc_0154,doc_0154_chunk_016799,,doc_0154,other_reaction,other_reaction
paper:doc_0154,Claim:Rate_determining_step_is_single_electron_transfer_common_to_all_NRMC_catalysts,supports,doc_0154,doc_0154_chunk_016774,,doc_0154,other_reaction,other_reaction
paper:doc_0157,Claim:Potential_determining_step_is_reaction_energy_for_forming_OCCOH,supports,doc_0157,doc_0157_chunk_016996,,doc_0157,CO2RR,CO2RR
paper:doc_0157,Claim:Selective_sites_are_square_100_like_next_to_111_like_step_surfaces,supports,doc_0157,doc_0157_chunk_017019,,doc_0157,CO2RR,CO2RR
paper:doc_0158,Claim:Bicarbonate_ions_are_primary_source_of_CO_and_formate,supports,doc_0158,doc_0158_chunk_017091,,doc_0158,other_reaction,other_reaction
paper:doc_0158,Claim:Superior_catalytic_performance_of_AuSn_phase_vs_parent_metals,supports,doc_0158,doc_0158_chunk_017091,,doc_0158,other_reaction,other_reaction
paper:doc_0160,Claim:Bicarbonate_mediates_CO2_mass_transport,supports,doc_0160,doc_0160_chunk_017262,,doc_0160,other_reaction,other_reaction
paper:doc_0160,Claim:CO2_to_CO_conversion_via_COOH_intermediate_on_Ag_and_Au,supports,doc_0160,doc_0160_chunk_017241,,doc_0160,other_reaction,other_reaction
paper:doc_0160,Claim:CO_adsorbed_on_Cu_can_be_linearly_or_bridge_bonded,supports,doc_0160,doc_0160_chunk_017224,,doc_0160,other_reaction,other_reaction
paper:doc_0160,Claim:CO_intermediates_difficult_to_detect_on_Au_due_to_quick_desorption,supports,doc_0160,doc_0160_chunk_017254,,doc_0160,other_reaction,other_reaction
paper:doc_0160,Claim:Chemisorbed_CO_is_key_intermediate_in_CO2_reduction_on_Cu,supports,doc_0160,doc_0160_chunk_017224,,doc_0160,other_reaction,other_reaction
paper:doc_0160,Claim:Electron_and_proton_transfer_not_necessarily_concerted_on_Ag_films,supports,doc_0160,doc_0160_chunk_017244,,doc_0160,other_reaction,other_reaction
paper:doc_0160,Claim:Intermediates_CO_COOH_OCHO_detected_on_Pd_nanoparticles,supports,doc_0160,doc_0160_chunk_017296,,doc_0160,other_reaction,other_reaction
paper:doc_0160,Claim:Ionic_liquid_water_mixtures_lower_CO2_reduction_energy_barrier,supports,doc_0160,doc_0160_chunk_017289,,doc_0160,other_reaction,other_reaction
paper:doc_0160,Claim:Larger_cations_alleviate_local_pH_increase_via_hydrolysis,supports,doc_0160,doc_0160_chunk_017285,,doc_0160,other_reaction,other_reaction
paper:doc_0160,Claim:Larger_cations_enhance_CO_binding_and_hydrocarbon_formation,supports,doc_0160,doc_0160_chunk_017288,,doc_0160,other_reaction,other_reaction
paper:doc_0160,Claim:Local_pH_changes_alter_bicarbonate_and_carbonate_equilibrium,supports,doc_0160,doc_0160_chunk_017279,,doc_0160,other_reaction,other_reaction
paper:doc_0160,Claim:Protonated_pyridine_accelerates_formate_production_on_Pt,supports,doc_0160,doc_0160_chunk_017288,,doc_0160,other_reaction,other_reaction
paper:doc_0160,Claim:Surface_oxidation_state_engineering_important_for_formate_production,supports,doc_0160,doc_0160_chunk_017237,,doc_0160,other_reaction,other_reaction
paper:doc_0160,Claim:Weak_bands_assigned_to_CHO_COOH_COO_on_Cu_surfaces,supports,doc_0160,doc_0160_chunk_017226,,doc_0160,other_reaction,other_reaction
paper:doc_0162,Claim:CO_reduction_activity_invariant_to_precursor_structure_or_oxidation,supports,doc_0162,doc_0162_chunk_017482,,doc_0162,CORR,CORR
paper:doc_0162,Claim:Copper_catalyzes_CO2_and_CO_reduction_to_multi_carbon_fuels,supports,doc_0162,doc_0162_chunk_017466,,doc_0162,CORR,CORR
paper:doc_0162,Claim:Cu2O_reduces_to_Cu_at_0_3_V_vs_RHE_with_chemical_CO_step,supports,doc_0162,doc_0162_chunk_017474,,doc_0162,CORR,CORR
paper:doc_0162,Claim:subsurface_oxygen_likely_unstable_under_cathodic_conditions,supports,doc_0162,doc_0162_chunk_017466,,doc_0162,CORR,CORR
paper:doc_0163,Claim:Challenges_include_strain_relief_and_strain_quantification_techniques,supports,doc_0163,doc_0163_chunk_017528,,doc_0163,CO2RR,CO2RR
paper:doc_0163,Claim:Lattice_strain_enhances_CO2RR_activity_and_selectivity,supports,doc_0163,doc_0163_chunk_017499,,doc_0163,CO2RR,CO2RR
paper:doc_0163,Claim:Mechanically_applied_strain_modulates_electrocatalytic_activity,supports,doc_0163,doc_0163_chunk_017526,,doc_0163,CO2RR,CO2RR
paper:doc_0163,Claim:Strain_affects_adsorbate_binding_energies_via_d_band_and_eigenstress_models,supports,doc_0163,doc_0163_chunk_017520,,doc_0163,CO2RR,CO2RR
paper:doc_0163,Claim:Strain_breaks_linear_scaling_relationships_in_catalysis,supports,doc_0163,doc_0163_chunk_017499,,doc_0163,CO2RR,CO2RR
paper:doc_0163,Claim:Strain_engineering_enhances_ORR_and_HER_activities,supports,doc_0163,doc_0163_chunk_017525,,doc_0163,CO2RR,CO2RR
paper:doc_0163,Claim:Tensile_strain_suppresses_HER_by_shifting_hydrogen_adsorption_energy,supports,doc_0163,doc_0163_chunk_017527,,doc_0163,CO2RR,CO2RR
paper:doc_0165,Claim:13CO2_isotope_confirms_CO_and_formate_from_CO2_reduction,supports,doc_0165,doc_0165_chunk_017760,,doc_0165,CO2RR,CO2RR
paper:doc_0165,Claim:CO2RR_proceeds_via_chemisorbed_CO2_or_bicarbonate_on_ZnS,supports,doc_0165,doc_0165_chunk_017770,,doc_0165,CO2RR,CO2RR
paper:doc_0165,Claim:DFT_and_XPS_confirm_V_Zn_formation,supports,doc_0165,doc_0165_chunk_017753,,doc_0165,CO2RR,CO2RR
paper:doc_0165,Claim:V_Zn_lowers_energy_barrier_and_stabilizes_intermediates,supports,doc_0165,doc_0165_chunk_017771,,doc_0165,CO2RR,CO2RR
paper:doc_0165,Claim:ZnS_acid_etching_increases_CO_adsorption_capacity,supports,doc_0165,doc_0165_chunk_017749,,doc_0165,CO2RR,CO2RR
paper:doc_0165,Claim:acid_etched_ZnS_shows_Zn_deficiency_on_surface,supports,doc_0165,doc_0165_chunk_017750,,doc_0165,CO2RR,CO2RR
paper:doc_0165,Claim:cation_vacancies_confirmed_by_ESR_spectroscopy,supports,doc_0165,doc_0165_chunk_017752,,doc_0165,CO2RR,CO2RR
paper:doc_0165,Claim:in_situ_ATR_IR_shows_bicarbonate_and_formate_intermediates,supports,doc_0165,doc_0165_chunk_017768,,doc_0165,CO2RR,CO2RR
paper:doc_0166,Claim:Cu_surfaces_reconstruct_under_HER_and_solvent_reduction_conditions,supports,doc_0166,doc_0166_chunk_017803,,doc_0166,unknown,unknown
paper:doc_0166,Claim:electrolyte_composition_and_pH_modify_CO_reduction_product_distribution,supports,doc_0166,doc_0166_chunk_017804,,doc_0166,unknown,unknown
paper:doc_0166,Claim:relations_between_selectivity_and_activity_with_surface_structure_remain_under_debate,supports,doc_0166,doc_0166_chunk_017802,,doc_0166,unknown,unknown
paper:doc_0166,Claim:relations_between_selectivity_and_activity_with_surface_structure_unclear,supports,doc_0166,doc_0166_chunk_017802,,doc_0166,unknown,unknown
paper:doc_0169,Claim:Ethylene_formation_via_surface_adsorbed_CO_dimer_intermediate,supports,doc_0169,doc_0169_chunk_018061,,doc_0169,unknown,unknown
paper:doc_0169,Claim:Ethylene_oxide_reduction_faster_on_Cu_100_than_Cu_111,supports,doc_0169,doc_0169_chunk_018080,,doc_0169,unknown,unknown
paper:doc_0176,Claim:CO_ligand_substitution_faster_with_solvent_separated_ion_pairs,supports,doc_0176,doc_0176_chunk_018764,,doc_0176,CO2RR,CO2RR
paper:doc_0176,Claim:CO_ligand_substitution_slower_with_tight_ion_pairs,supports,doc_0176,doc_0176_chunk_018764,,doc_0176,CO2RR,CO2RR
paper:doc_0176,Claim:Na_THF_n_and_Na_18_crown_6_increase_CO2_insertion_rate_tenfold,supports,doc_0176,doc_0176_chunk_018721,,doc_0176,CO2RR,CO2RR
paper:doc_0176,Claim:Na_THF_n_and_Na_18_crown_6_increase_CO2_insertion_rate_tenfold,supports,doc_0176,doc_0176_chunk_018769,,doc_0176,CO2RR,CO2RR
paper:doc_0176,Claim:Na_THF_n_and_Na_18_crown_6_increase_CO2_insertion_rate_tenfold,supports,doc_0176,doc_0176_chunk_018779,,doc_0176,CO2RR,CO2RR
paper:doc_0176,Claim:Na_encapsulated_in_cryptofix_221_forms_solvent_separated_ion_pairs,supports,doc_0176,doc_0176_chunk_018779,,doc_0176,CO2RR,CO2RR
paper:doc_0176,Claim:Na_in_cryptand_cage_is_heptacoordinated_bicapped_tetragonal_pyramid,supports,doc_0176,doc_0176_chunk_018745,,doc_0176,CO2RR,CO2RR
paper:doc_0176,Claim:Na_interacts_with_formate_ligand_causing_displacement,supports,doc_0176,doc_0176_chunk_018743,,doc_0176,CO2RR,CO2RR
paper:doc_0176,Claim:PPN_and_Na_kryptofix_221_show_no_rate_enhancement,supports,doc_0176,doc_0176_chunk_018769,,doc_0176,CO2RR,CO2RR
paper:doc_0178,Claim:Methanofuran_is_a_novel_coenzyme_for_methane_formation_from_H2_and_CO2,supports,doc_0178,doc_0178_chunk_018900,,doc_0178,other_reaction,other_reaction
paper:doc_0180,Claim:CO_4MnCH2_loses_CO_in_reaction_with_olefins,supports,doc_0180,doc_0180_chunk_019044,,doc_0180,unknown,unknown
paper:doc_0180,Claim:Metal_carbene_bond_energy_100_kcal_mol_prevents_competing_metathesis,supports,doc_0180,doc_0180_chunk_019046,,doc_0180,unknown,unknown
paper:doc_0180,Claim:Metal_methylene_bond_energy_decreases_with_five_carbonyls_added,supports,doc_0180,doc_0180_chunk_019046,,doc_0180,unknown,unknown
paper:doc_0180,Claim:MnCH2_undergoes_metathesis_and_homologation_reactions,supports,doc_0180,doc_0180_chunk_019043,,doc_0180,unknown,unknown
paper:doc_0180,Claim:Olefin_homologation_occurs_in_titanium_and_tantalum_alkylidenes,supports,doc_0180,doc_0180_chunk_019045,,doc_0180,unknown,unknown
paper:doc_0183,Claim:MOFs_1_6_are_highly_crystalline_porous_materials,supports,doc_0183,doc_0183_chunk_019141,,doc_0183,CORR,CORR
paper:doc_0183,Claim:MOFs_formula_Zr6_3_O_4_3_OH_4_bpdc_6_x_L_x,supports,doc_0183,doc_0183_chunk_019168,,doc_0183,CORR,CORR
paper:doc_0183,Claim:Photocatalytic_CO2_reduction_by_MOF_4_selective_for_CO,supports,doc_0183,doc_0183_chunk_019177,,doc_0183,CORR,CORR
paper:doc_0183,Claim:Photocatalytic_organic_transformations_by_MOFs_5_and_6_require_light_and_catalyst,supports,doc_0183,doc_0183_chunk_019186,,doc_0183,CORR,CORR
paper:doc_0183,Claim:Reactions_in_dark_or_without_catalyst_show_negligible_conversion,supports,doc_0183,doc_0183_chunk_019186,,doc_0183,CORR,CORR
paper:doc_0183,Claim:SEM_shows_200_nm_intergrown_nanocrystals,supports,doc_0183,doc_0183_chunk_019168,,doc_0183,CORR,CORR
paper:doc_0183,Claim:Thermogravimetric_analysis_shows_61_63_weight_loss,supports,doc_0183,doc_0183_chunk_019168,,doc_0183,CORR,CORR
paper:doc_0183,Claim:Water_oxidation_catalysis_by_MOFs_1_3_is_heterogeneous,supports,doc_0183,doc_0183_chunk_019170,,doc_0183,CORR,CORR
paper:doc_0186,Claim:CO2_reduction_to_formate_with_340_mV_overpotential,supports,doc_0186,doc_0186_chunk_019316,,doc_0186,CO2RR,CO2RR
paper:doc_0186,Claim:Competitive_hydrogen_evolution_at_more_negative_potentials,supports,doc_0186,doc_0186_chunk_019309,,doc_0186,CO2RR,CO2RR
paper:doc_0186,Claim:Rate_determining_step_is_proton_transfer_from_bicarbonate,supports,doc_0186,doc_0186_chunk_019316,,doc_0186,CO2RR,CO2RR
paper:doc_0187,Claim:CO2_electroreduction_on_Cu_produces_formate_CO_methane_ethylene,supports,doc_0187,doc_0187_chunk_019346,,doc_0187,CORR,CORR
paper:doc_0187,Claim:CO_protonation_limiting_step_on_stepped_Cu_211_affects_hydrocarbons,supports,doc_0187,doc_0187_chunk_019396,,doc_0187,CORR,CORR
paper:doc_0187,Claim:Low_coordinated_atoms_increase_hydrogen_and_CO_evolution_on_2_nm_NPs,supports,doc_0187,doc_0187_chunk_019411,,doc_0187,CORR,CORR
paper:doc_0187,Claim:Methane_forms_via_protonation_of_adsorbed_CO_to_CHO,supports,doc_0187,doc_0187_chunk_019352,,doc_0187,CORR,CORR
paper:doc_0187,Claim:Reduced_mobility_of_CO_and_H_on_small_NPs_lowers_hydrocarbons,supports,doc_0187,doc_0187_chunk_019405,,doc_0187,CORR,CORR
paper:doc_0187,Claim:Small_Cu_NPs_4_nm_have_stronger_chemisorption_increase_H2_and_CO,supports,doc_0187,doc_0187_chunk_019402,,doc_0187,CORR,CORR
paper:doc_0187,Claim:Stepped_Cu_surfaces_stabilize_CO_and_CHO_affecting_selectivity,supports,doc_0187,doc_0187_chunk_019359,,doc_0187,CORR,CORR
paper:doc_0187,Claim:Surface_atoms_CN_8_dominate_below_2_nm_Cu_NPs,supports,doc_0187,doc_0187_chunk_019389,,doc_0187,CORR,CORR
paper:doc_0191,Claim:Cu68Ag32_nanowires_undergo_tensile_strain_and_structural_transformation_during_CO2RR,supports,doc_0191,doc_0191_chunk_019772,,doc_0191,CO2RR,CO2RR
paper:doc_0191,Claim:CuAg_alloy_surface_optimizes_CHO_intermediate_binding_and_suppresses_HER,supports,doc_0191,doc_0191_chunk_019782,,doc_0191,CO2RR,CO2RR
paper:doc_0191,Claim:dynamic_atomic_interdiffusion_facilitates_CuAg_alloying_at_higher_cathodic_potentials,supports,doc_0191,doc_0191_chunk_019781,,doc_0191,CO2RR,CO2RR
paper:doc_0192,Claim:plasmonic_CO_desorption_via_desorption_induced_by_electronic_transitions_DIET,supports,doc_0192,doc_0192_chunk_019967,,doc_0192,CORR,CORR
paper:doc_0192,Claim:slow_water_reorientation_at_charged_electrode_surface,supports,doc_0192,doc_0192_chunk_020020,,doc_0192,CORR,CORR
paper:doc_0193,Claim:Surface_CuOx_OH_y_species_unlikely_active_for_C2_oxygenates_formation,supports,doc_0193,doc_0193_chunk_020084,,doc_0193,CO2RR,CO2RR
paper:doc_0195,Claim:CO2_reacts_with_OH_to_form_HCO3_and_CO3_2_at_cathode_interface,supports,doc_0195,doc_0195_chunk_020297,,doc_0195,transferable,both
paper:doc_0195,Claim:acid_base_reactions_CO2_OH_HCO3_and_HCO3_OH_CO3_2_H2O_are_fast_and_at_equilibrium,supports,doc_0195,doc_0195_chunk_020317,,doc_0195,transferable,both
paper:doc_0195,Claim:electrochemical_CO2_reduction_produces_OH_raising_local_pH_but_cannot_fully_offset_OH_consumption,supports,doc_0195,doc_0195_chunk_020326,,doc_0195,transferable,both
paper:doc_0195,Claim:higher_CO2_gas_flow_widens_pH_gradient_region,supports,doc_0195,doc_0195_chunk_020324,,doc_0195,transferable,both
paper:doc_0195,Claim:pH_gradient_layer_forms_at_cathode_electrolyte_interface,supports,doc_0195,doc_0195_chunk_020297,,doc_0195,transferable,both
paper:doc_0195,Claim:slower_electrolyte_flow_widens_pH_gradient_region,supports,doc_0195,doc_0195_chunk_020324,,doc_0195,transferable,both
paper:doc_0196,Claim:CO2_to_CO_reduction_involves_two_proton_electron_transfers_via_carboxyl_intermediate,supports,doc_0196,doc_0196_chunk_020424,,doc_0196,CO2RR,CO2RR
paper:doc_0196,Claim:CoPc_MOFs_have_lower_charge_transfer_resistance_and_favorable_kinetics,supports,doc_0196,doc_0196_chunk_020411,,doc_0196,CO2RR,CO2RR
paper:doc_0196,Claim:CoPc_based_MOFs_more_active_selective_than_NiPc_O_linkers_better_than_NH,supports,doc_0196,doc_0196_chunk_020407,,doc_0196,CO2RR,CO2RR
paper:doc_0196,Claim:Concerted_mechanism_more_likely_than_sequential_due_to_lower_activation_energy,supports,doc_0196,doc_0196_chunk_020428,,doc_0196,CO2RR,CO2RR
paper:doc_0196,Claim:Embedding_NiPc_and_CoPc_improves_conductivity_by_7_orders_of_magnitude,supports,doc_0196,doc_0196_chunk_020394,,doc_0196,CO2RR,CO2RR
paper:doc_0196,Claim:Hydrogen_evolution_more_favorable_at_MPc_sites_matching_CO2_reduction_trends,supports,doc_0196,doc_0196_chunk_020430,,doc_0196,CO2RR,CO2RR
paper:doc_0196,Claim:MOFs_confirmed_by_pXRD_with_isoreticular_structures_and_eclipsed_AA_stacking,supports,doc_0196,doc_0196_chunk_020386,,doc_0196,CO2RR,CO2RR
paper:doc_0196,Claim:MOFs_have_P4_mmm_lattice_with_1_8_nm_square_pores_and_high_surface_area,supports,doc_0196,doc_0196_chunk_020386,,doc_0196,CO2RR,CO2RR
paper:doc_0196,Claim:MOFs_have_nanoscale_morphology_with_homogeneous_Cu_Co_Ni_distribution,supports,doc_0196,doc_0196_chunk_020390,,doc_0196,CO2RR,CO2RR
paper:doc_0196,Claim:MPc_sites_have_lower_energy_barrier_than_Cu_bis_dioxolene_or_bis_diimine_sites,supports,doc_0196,doc_0196_chunk_020429,,doc_0196,CO2RR,CO2RR
paper:doc_0196,Claim:Metal_center_and_heteroatomic_linker_govern_MOF_catalytic_activity_and_selectivity,supports,doc_0196,doc_0196_chunk_020362,,doc_0196,CO2RR,CO2RR
paper:doc_0196,Claim:Rate_determining_step_is_formation_of_carboxyl_intermediate_with_energy_barrier,supports,doc_0196,doc_0196_chunk_020426,,doc_0196,CO2RR,CO2RR
paper:doc_0196,Claim:Two_reaction_pathways_proposed_concerted_and_sequential_H_e_transfer,supports,doc_0196,doc_0196_chunk_020425,,doc_0196,CO2RR,CO2RR
paper:doc_0199,Claim:Ag_nanoparticles_form_inside_MOF_pores_and_on_exterior_surfaces,supports,doc_0199,doc_0199_chunk_020671,,doc_0199,CORR,CORR
paper:doc_0199,Claim:Ag_nanoparticles_show_enhanced_CO2RR_activity_and_selectivity_in_MOFs,supports,doc_0199,doc_0199_chunk_020671,,doc_0199,CORR,CORR
paper:doc_0199,Claim:Amine_functionalization_and_linker_substitution_confirmed_by_FT_IR_peaks,supports,doc_0199,doc_0199_chunk_020669,,doc_0199,CORR,CORR
paper:doc_0199,Claim:Amine_functionalization_and_pore_size_confinement_enhance_CO_selectivity,supports,doc_0199,doc_0199_chunk_020687,,doc_0199,CORR,CORR
paper:doc_0199,Claim:Atop_CO_binding_on_amine_functionalized_MOF_bridge_CO_on_pore_size_confined_MOF,supports,doc_0199,doc_0199_chunk_020683,,doc_0199,CORR,CORR
paper:doc_0199,Claim:Changing_metal_node_from_Zr_to_Y_decreases_CO2RR_performance,supports,doc_0199,doc_0199_chunk_020687,,doc_0199,CORR,CORR
paper:doc_0199,Claim:Different_CO_binding_modes_observed_on_Ag_nanoparticles_depending_on_MOF_type,supports,doc_0199,doc_0199_chunk_020683,,doc_0199,CORR,CORR
paper:doc_0199,Claim:Exterior_Ag_nanoparticles_show_reconstruction_during_CO2RR,supports,doc_0199,doc_0199_chunk_020691,,doc_0199,CORR,CORR
paper:doc_0199,Claim:Four_MOFs_share_fcu_motif_but_differ_in_pore_size_and_porosity,supports,doc_0199,doc_0199_chunk_020666,,doc_0199,CORR,CORR
paper:doc_0199,Claim:Increased_local_CO2_concentration_near_Ag_nanoparticles_enhances_CO2RR_and_suppresses_HER,supports,doc_0199,doc_0199_chunk_020692,,doc_0199,CORR,CORR
paper:doc_0199,Claim:MOFs_tune_CO_binding_mode_on_Ag_nanoparticles_to_increase_local_CO_concentration,supports,doc_0199,doc_0199_chunk_020650,,doc_0199,CORR,CORR
paper:doc_0199,Claim:No_CO_intermediate_peaks_on_Ag_Y_fcu_MOF_NDC_with_decreased_Lewis_acidity,supports,doc_0199,doc_0199_chunk_020683,,doc_0199,CORR,CORR
paper:doc_0199,Claim:XPS_shows_identical_oxidation_states_of_Ag_and_other_elements_across_MOFs,supports,doc_0199,doc_0199_chunk_020671,,doc_0199,CORR,CORR
paper:doc_0199,Claim:XRD_and_FT_IR_confirm_crystallinity_and_chemical_status_of_MOFs,supports,doc_0199,doc_0199_chunk_020669,,doc_0199,CORR,CORR
